locale,key,fr_value,current_value,draft_value
am,unlock_code_used_explanation,"Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction.","Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction. [MT]","Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction. [MT]"
am,label_date_time,"Date et heure","Date et heure [MT]","Date et heure [MT]"
am,label_transfer_amount,"Montant du transfert","Montant du transfert [MT]","Montant du transfert [MT]"
am,label_recipient,Destinataire,"Destinataire [MT]","Destinataire [MT]"
am,urgent_if_not_you,"⚠️ Si vous n'êtes pas à l'origine de cette action :","⚠️ Si vous n'êtes pas à l'origine de cette action : [MT]","⚠️ Si vous n'êtes pas à l'origine de cette action : [MT]"
am,contact_support_immediately,"Contactez immédiatement notre service client","Contactez immédiatement notre service client [MT]","Contactez immédiatement notre service client [MT]"
am,check_recent_transactions,"Vérifiez toutes vos transactions récentes","Vérifiez toutes vos transactions récentes [MT]","Vérifiez toutes vos transactions récentes [MT]"
am,change_access_codes,"Changez vos codes d'accès par mesure de sécurité","Changez vos codes d'accès par mesure de sécurité [MT]","Changez vos codes d'accès par mesure de sécurité [MT]"
am,if_legitimate,"✅ Si cette action est légitime :","✅ Si cette action est légitime : [MT]","✅ Si cette action est légitime : [MT]"
am,client_can_finalize,"Votre client peut maintenant finaliser sa transaction en toute sécurité.","Votre client peut maintenant finaliser sa transaction en toute sécurité. [MT]","Votre client peut maintenant finaliser sa transaction en toute sécurité. [MT]"
am,transfer_unlock_code_title,"Code de déblocage - TRANSFERFLUX","Code de déblocage - TRANSFERFLUX [MT]","Code de déblocage - TRANSFERFLUX [MT]"
am,transfer_unlock_heading,"Code de déblocage du virement","Code de déblocage du virement [MT]","Code de déblocage du virement [MT]"
am,transfer_unlock_message_intro,"Votre code de déblocage pour le virement est indiqué ci-dessous :","Votre code de déblocage pour le virement est indiqué ci-dessous : [MT]","Votre code de déblocage pour le virement est indiqué ci-dessous : [MT]"
am,transfer_unlock_code_label,"Le code est :","Le code est : [MT]","Le code est : [MT]"
am,your_unlock_code,"Votre Code de Déblocage","Votre Code de Déblocage [MT]","Votre Code de Déblocage [MT]"
am,do_not_share_unlock_code,"Ne partagez pas votre code de déblocage !!","Ne partagez pas votre code de déblocage !! [MT]","Ne partagez pas votre code de déblocage !! [MT]"
am,unlock_code_personal_confidential,"Ce code est strictement personnel et confidentiel.","Ce code est strictement personnel et confidentiel. [MT]","Ce code est strictement personnel et confidentiel. [MT]"
am,unlock_code_needed_finalize,"Ce code est nécessaire pour finaliser votre opération de transfert.","Ce code est nécessaire pour finaliser votre opération de transfert. [MT]","Ce code est nécessaire pour finaliser votre opération de transfert. [MT]"
am,contact_support_for_questions,"Pour toute question, contactez notre service client.","Pour toute question, contactez notre service client. [MT]","Pour toute question, contactez notre service client. [MT]"
am,welcome_title,"Bienvenue - TRANSFERFLUX","Bienvenue - TRANSFERFLUX [MT]","Bienvenue - TRANSFERFLUX [MT]"
am,welcome_heading,"Bienvenue sur FLASH BILAN","Bienvenue sur FLASH BILAN [MT]","Bienvenue sur FLASH BILAN [MT]"
am,welcome_message,"Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir !","Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir ! [MT]","Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir ! [MT]"
am,login_credentials_title,"📧 Vos identifiants de connexion :","📧 Vos identifiants de connexion : [MT]","📧 Vos identifiants de connexion : [MT]"
am,access_member_area,"Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités.","Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités. [MT]","Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités. [MT]"
am,pleasure_to_assist,"Au plaisir de vous accompagner dans vos opérations financières !","Au plaisir de vous accompagner dans vos opérations financières ! [MT]","Au plaisir de vous accompagner dans vos opérations financières ! [MT]"
am,balance_decreased_title,"Diminution de solde - TRANSFERFLUX","Diminution de solde - TRANSFERFLUX [MT]","Diminution de solde - TRANSFERFLUX [MT]"
am,balance_decreased_heading,"Diminution de Solde","Diminution de Solde [MT]","Diminution de Solde [MT]"
am,balance_decreased_message,"Nous souhaitons vous informer que votre solde a été diminué.","Nous souhaitons vous informer que votre solde a été diminué. [MT]","Nous souhaitons vous informer que votre solde a été diminué. [MT]"
am,operation_details,"Détails de l'opération","Détails de l'opération [MT]","Détails de l'opération [MT]"
am,label_amount_deducted,"Montant déduit","Montant déduit [MT]","Montant déduit [MT]"
am,label_new_balance,"Nouveau solde","Nouveau solde [MT]","Nouveau solde [MT]"
am,contact_us_if_questions,"Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter.","Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter. [MT]","Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter. [MT]"
am,balance_increased_title,"Augmentation de solde - TRANSFERFLUX","Augmentation de solde - TRANSFERFLUX [MT]","Augmentation de solde - TRANSFERFLUX [MT]"
am,balance_increased_heading,"Augmentation de Solde","Augmentation de Solde [MT]","Augmentation de Solde [MT]"
am,balance_increased_message,"Nous souhaitons vous informer que votre solde a été augmenté avec succès.","Nous souhaitons vous informer que votre solde a été augmenté avec succès. [MT]","Nous souhaitons vous informer que votre solde a été augmenté avec succès. [MT]"
am,label_amount_added,"Montant ajouté","Montant ajouté [MT]","Montant ajouté [MT]"
am,thank_you_trust,"Merci de votre confiance !","Merci de votre confiance ! [MT]","Merci de votre confiance ! [MT]"
am,refund_title,"Remboursement - TRANSFERFLUX","Remboursement - TRANSFERFLUX [MT]","Remboursement - TRANSFERFLUX [MT]"
am,refund_heading,"Échec de Virement","Échec de Virement [MT]","Échec de Virement [MT]"
am,refund_subject,"Échec de virement - TRANSFERFLUX","Échec de virement - TRANSFERFLUX [MT]","Échec de virement - TRANSFERFLUX [MT]"
am,refund_failed_message,"Nous regrettons de vous informer que votre tentative de virement a échoué.","Nous regrettons de vous informer que votre tentative de virement a échoué. [MT]","Nous regrettons de vous informer que votre tentative de virement a échoué. [MT]"
am,transfer_details,"Détails du virement","Détails du virement [MT]","Détails du virement [MT]"
am,label_transfer_date,"Date du Virement","Date du Virement [MT]","Date du Virement [MT]"
am,label_reason,"Motif du Virement","Motif du Virement [MT]","Motif du Virement [MT]"
am,refund_notice,"Le montant de :amount a été remboursé sur votre compte.","Le montant de :amount a été remboursé sur votre compte. [MT]","Le montant de :amount a été remboursé sur votre compte. [MT]"
am,apology,"Nous nous excusons pour la gêne occasionnée. Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter.","Nous nous excusons pour la gêne occasionnée. Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter. [MT]","Nous nous excusons pour la gêne occasionnée. Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter. [MT]"
am,mail_error_alert_title,"Alerte Échec Email","Alerte Échec Email [MT]","Alerte Échec Email [MT]"
am,system_alert,"⚠️ ALERTE SYSTÈME","⚠️ ALERTE SYSTÈME [MT]","⚠️ ALERTE SYSTÈME [MT]"
am,mail_send_failure_detected,"Échec d'envoi d'email détecté","Échec d'envoi d'email détecté [MT]","Échec d'envoi d'email détecté [MT]"
am,email_sending_problem,"Problème d'envoi d'email","Problème d'envoi d'email [MT]","Problème d'envoi d'email [MT]"
am,email_send_failure_explanation,"Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP.","Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP. [MT]","Un email n'a pas pu être envoyé. Cela peut indiquer que la limite quotidienne a été atteinte ou qu'il y a un problème avec le serveur SMTP. [MT]"
am,error_details,"Détails de l'erreur","Détails de l'erreur [MT]","Détails de l'erreur [MT]"
am,label_failed_recipient,"Destinataire concerné","Destinataire concerné [MT]","Destinataire concerné [MT]"
am,label_context,Contexte,"Contexte [MT]","Contexte [MT]"
am,label_error_message,"Message d'erreur","Message d'erreur [MT]","Message d'erreur [MT]"
am,possible_causes,"Causes possibles","Causes possibles [MT]","Causes possibles [MT]"
am,cause_daily_limit,"Limite quotidienne atteinte","Limite quotidienne atteinte [MT]","Limite quotidienne atteinte [MT]"
am,cause_daily_limit_details,"La plateforme d'envoi peut limiter le nombre d'emails par jour.","La plateforme d'envoi peut limiter le nombre d'emails par jour. [MT]","La plateforme d'envoi peut limiter le nombre d'emails par jour. [MT]"
am,cause_smtp_connection,"Problème de connexion SMTP","Problème de connexion SMTP [MT]","Problème de connexion SMTP [MT]"
am,cause_smtp_connection_details,"Le serveur SMTP peut être temporairement indisponible.","Le serveur SMTP peut être temporairement indisponible. [MT]","Le serveur SMTP peut être temporairement indisponible. [MT]"
am,cause_auth_failed,"Authentification échouée","Authentification échouée [MT]","Authentification échouée [MT]"
am,cause_auth_failed_details,"Vérifiez les identifiants dans le fichier .env","Vérifiez les identifiants dans le fichier .env [MT]","Vérifiez les identifiants dans le fichier .env [MT]"
am,cause_app_password_revoked,"Mot de passe d'application expiré","Mot de passe d'application expiré [MT]","Mot de passe d'application expiré [MT]"
am,cause_app_password_revoked_details,"Le mot de passe d'application peut avoir été révoqué ou expiré.","Le mot de passe d'application peut avoir été révoqué ou expiré. [MT]","Le mot de passe d'application peut avoir été révoqué ou expiré. [MT]"
am,recommended_actions,"Actions recommandées","Actions recommandées [MT]","Actions recommandées [MT]"
am,action_if_limit,"Si limite atteinte","Si limite atteinte [MT]","Si limite atteinte [MT]"
am,action_if_limit_details,"Attendez jusqu'à demain (réinitialisation à minuit PST).","Attendez jusqu'à demain (réinitialisation à minuit PST). [MT]","Attendez jusqu'à demain (réinitialisation à minuit PST). [MT]"
am,action_check_logs,"Vérifier les logs","Vérifier les logs [MT]","Vérifier les logs [MT]"
am,action_check_logs_details,"Consultez storage/logs/laravel.log","Consultez storage/logs/laravel.log [MT]","Consultez storage/logs/laravel.log [MT]"
am,action_test_connection,"Tester la connexion","Tester la connexion [MT]","Tester la connexion [MT]"
am,action_check_config,"Vérifier la configuration","Vérifier la configuration [MT]","Vérifier la configuration [MT]"
am,action_check_config_details,"Contrôlez les paramètres SMTP dans le fichier .env","Contrôlez les paramètres SMTP dans le fichier .env [MT]","Contrôlez les paramètres SMTP dans le fichier .env [MT]"
am,action_regenerate_password,"Régénérer le mot de passe","Régénérer le mot de passe [MT]","Régénérer le mot de passe [MT]"
am,action_regenerate_password_details,"Si nécessaire, créez un nouveau mot de passe d'application.","Si nécessaire, créez un nouveau mot de passe d'application. [MT]","Si nécessaire, créez un nouveau mot de passe d'application. [MT]"
am,system_information,"Informations système","Informations système [MT]","Informations système [MT]"
am,label_smtp_server,"Serveur SMTP","Serveur SMTP [MT]","Serveur SMTP [MT]"
am,label_port,Port,"Port [MT]","Port [MT]"
am,label_account,Compte,"Compte [MT]","Compte [MT]"
am,label_environment,Environnement,"Environnement [MT]","Environnement [MT]"
am,alert_auto_generated_notice,"Cette alerte est automatique. L'application continue de fonctionner normalement, mais les emails ne sont pas envoyés.","Cette alerte est automatique. L'application continue de fonctionner normalement, mais les emails ne sont pas envoyés. [MT]","Cette alerte est automatique. L'application continue de fonctionner normalement, mais les emails ne sont pas envoyés. [MT]"
am,account_management_system,"Système de gestion des comptes","Système de gestion des comptes [MT]","Système de gestion des comptes [MT]"
am,alert_generated_by_safemail,"Cette alerte a été générée automatiquement par le système SafeMailService","Cette alerte a été générée automatiquement par le système SafeMailService [MT]","Cette alerte a été générée automatiquement par le système SafeMailService [MT]"
am,contact_technical_team,"Pour toute question, contactez votre équipe technique","Pour toute question, contactez votre équipe technique [MT]","Pour toute question, contactez votre équipe technique [MT]"
am,password_reset_title,"Réinitialisation de mot de passe - TRANSFERFLUX","Réinitialisation de mot de passe - TRANSFERFLUX [MT]","Réinitialisation de mot de passe - TRANSFERFLUX [MT]"
