locale,key,locale_value,status,fr_value
am,account_management_system,"Système de gestion des comptes",placeholder,"Système de gestion des comptes"
am,alert_generated_by_safemail,"Cette alerte a été générée automatiquement par le système SafeMailService",placeholder,"Cette alerte a été générée automatiquement par le système SafeMailService"
am,contact_technical_team,"Pour toute question, contactez votre équipe technique",placeholder,"Pour toute question, contactez votre équipe technique"
am,password_reset_title,"Réinitialisation de mot de passe - TRANSFERFLUX",placeholder,"Réinitialisation de mot de passe - TRANSFERFLUX"
am,password_reset_heading,"Réinitialisation de mot de passe",placeholder,"Réinitialisation de mot de passe"
am,greeting_simple_name,"Bonjour :name,",placeholder,"Bonjour :name,"
am,password_reset_reason,"Vous recevez cet e-mail car nous avons reçu une demande de réinitialisation de votre mot de passe.",placeholder,"Vous recevez cet e-mail car nous avons reçu une demande de réinitialisation de votre mot de passe."
am,password_reset_click_link,"Veuillez cliquer sur le lien ci-dessous pour réinitialiser votre mot de passe :",placeholder,"Veuillez cliquer sur le lien ci-dessous pour réinitialiser votre mot de passe :"
am,password_reset_no_action_needed,"Si vous n'avez pas demandé de réinitialisation de mot de passe, aucune autre action n'est requise.",placeholder,"Si vous n'avez pas demandé de réinitialisation de mot de passe, aucune autre action n'est requise."
am,thank_you_using_brand,"Merci d'utiliser TRANSFERFLUX !",placeholder,"Merci d'utiliser TRANSFERFLUX !"
ar,compte_created_subject,"Ouverture de compte - TRANSFERFLUX",placeholder,"Ouverture de compte - TRANSFERFLUX"
ar,compte_created_title,"Ouverture de compte sur TRANSFERFLUX",placeholder,"Ouverture de compte sur TRANSFERFLUX"
ar,greeting,"Bonjour :name,",placeholder,"Bonjour :name,"
ar,compte_created_message,"Nous avons le plaisir de vous informer que votre compte a été créé avec succès et crédité d'un montant de <strong>:balance :currency</strong>.",placeholder,"Nous avons le plaisir de vous informer que votre compte a été créé avec succès et crédité d'un montant de <strong>:balance :currency</strong>."
ar,credentials_title,"Vos identifiants sont:",placeholder,"Vos identifiants sont:"
ar,label_email,Email,placeholder,Email
ar,label_password,"Mot de passe",placeholder,"Mot de passe"
ar,label_initial_balance,"💰 Solde initial:",placeholder,"💰 Solde initial:"
ar,cta_login,"Connectez-vous à votre espace client",placeholder,"Connectez-vous à votre espace client"
ar,info_access,"Vous pouvez maintenant accéder à votre compte et profiter de nos services.",placeholder,"Vous pouvez maintenant accéder à votre compte et profiter de nos services."
ar,support_contact,"Si vous avez des questions ou si vous avez besoin de plus d'informations, <a href=""#"" class=""support-link"">contactez notre support</a>.",placeholder,"Si vous avez des questions ou si vous avez besoin de plus d'informations, <a href=""#"" class=""support-link"">contactez notre support</a>."
ar,footer_thanks,"Merci d\'utiliser TRANSFERFLUX !",placeholder,"Merci d\'utiliser TRANSFERFLUX !"
ar,footer_brand,TRANSFERFLUX,placeholder,TRANSFERFLUX
ar,footer_partner,"Votre partenaire financier de confiance 🏦",placeholder,"Votre partenaire financier de confiance 🏦"
ar,virement_success_subject,"Virement effectué avec succès - TRANSFERFLUX",placeholder,"Virement effectué avec succès - TRANSFERFLUX"
ar,virement_success_title,"Virement Effectué avec Succès",placeholder,"Virement Effectué avec Succès"
ar,virement_success_message,"Nous vous informons que votre virement a été effectué avec succès.",placeholder,"Nous vous informons que votre virement a été effectué avec succès."
ar,virement_failed_subject,"Échec de virement - TRANSFERFLUX",placeholder,"Échec de virement - TRANSFERFLUX"
ar,virement_failed_title,"Échec de Virement",placeholder,"Échec de Virement"
ar,virement_failed_message,"Nous vous informons que votre virement a échoué.",placeholder,"Nous vous informons que votre virement a échoué."
ar,details_title,"Détails du virement",placeholder,"Détails du virement"
ar,label_amount,"💰 Montant :",placeholder,"💰 Montant :"
ar,label_date,"📅 Date :",placeholder,"📅 Date :"
ar,label_beneficiary,"👤 Bénéficiaire :",placeholder,"👤 Bénéficiaire :"
ar,virement_notice,"Le traitement du transfert sera effectué dans les 1-3 jours ouvrables.",placeholder,"Le traitement du transfert sera effectué dans les 1-3 jours ouvrables."
ar,thanks,"Merci,",placeholder,"Merci,"
ar,contact_support_for_info,"Pour plus d'informations, veuillez contacter notre service client.",placeholder,"Pour plus d'informations, veuillez contacter notre service client."
ar,regards,"Cordialement,",placeholder,"Cordialement,"
ar,service_client,"Service Client",placeholder,"Service Client"
ar,auto_generated_notice,"Cet email a été envoyé automatiquement, merci de ne pas y répondre directement.",placeholder,"Cet email a été envoyé automatiquement, merci de ne pas y répondre directement."
ar,compte_activated_title,"Compte Activé - TRANSFERFLUX",placeholder,"Compte Activé - TRANSFERFLUX"
ar,compte_activated_heading,"Compte Activé avec Succès",placeholder,"Compte Activé avec Succès"
ar,good_news,"✅ Bonne nouvelle :",placeholder,"✅ Bonne nouvelle :"
ar,compte_activated_message,"Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel !",placeholder,"Votre compte TRANSFERFLUX a été activé et est désormais pleinement opérationnel !"
ar,compte_activated_explanation,"Vous pouvez effectuer toutes vos transactions en toute sécurité.",placeholder,"Vous pouvez effectuer toutes vos transactions en toute sécurité."
ar,label_holder,Titulaire,placeholder,Titulaire
ar,label_current_balance,"Solde actuel",placeholder,"Solde actuel"
ar,label_status,Statut,placeholder,Statut
ar,status_active,ACTIVÉ,placeholder,ACTIVÉ
ar,you_can_now,"Vous pouvez maintenant :",placeholder,"Vous pouvez maintenant :"
ar,can_make_transfers,"Effectuer des virements et transferts",placeholder,"Effectuer des virements et transferts"
ar,check_balance,"Consulter votre solde en temps réel",placeholder,"Consulter votre solde en temps réel"
ar,manage_transactions,"Gérer vos transactions en toute sécurité",placeholder,"Gérer vos transactions en toute sécurité"
ar,access_services,"Accéder à tous nos services bancaires",placeholder,"Accéder à tous nos services bancaires"
ar,thanks_welcome,"Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX !",placeholder,"Merci de votre confiance et bienvenue dans la famille TRANSFERFLUX !"
ar,unlock_code_used_title,"Code de Déblocage Utilisé - TRANSFERFLUX",placeholder,"Code de Déblocage Utilisé - TRANSFERFLUX"
ar,unlock_code_used_heading,"Code de Déblocage Utilisé",placeholder,"Code de Déblocage Utilisé"
ar,greeting_simple,"Bonjour,",placeholder,"Bonjour,"
ar,info_notification,"ℹ️ Notification :",placeholder,"ℹ️ Notification :"
ar,unlock_code_used_alert,"Un code de déblocage vient d'être utilisé sur votre compte.",placeholder,"Un code de déblocage vient d'être utilisé sur votre compte."
ar,unlock_code_used_explanation,"Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction.",placeholder,"Nous vous informons qu'un code de déblocage a été saisi et validé pour une transaction."
ar,label_date_time,"Date et heure",placeholder,"Date et heure"
ar,label_transfer_amount,"Montant du transfert",placeholder,"Montant du transfert"
ar,label_recipient,Destinataire,placeholder,Destinataire
ar,urgent_if_not_you,"⚠️ Si vous n'êtes pas à l'origine de cette action :",placeholder,"⚠️ Si vous n'êtes pas à l'origine de cette action :"
ar,contact_support_immediately,"Contactez immédiatement notre service client",placeholder,"Contactez immédiatement notre service client"
ar,check_recent_transactions,"Vérifiez toutes vos transactions récentes",placeholder,"Vérifiez toutes vos transactions récentes"
ar,change_access_codes,"Changez vos codes d'accès par mesure de sécurité",placeholder,"Changez vos codes d'accès par mesure de sécurité"
ar,if_legitimate,"✅ Si cette action est légitime :",placeholder,"✅ Si cette action est légitime :"
ar,client_can_finalize,"Votre client peut maintenant finaliser sa transaction en toute sécurité.",placeholder,"Votre client peut maintenant finaliser sa transaction en toute sécurité."
ar,transfer_unlock_code_title,"Code de déblocage - TRANSFERFLUX",placeholder,"Code de déblocage - TRANSFERFLUX"
ar,transfer_unlock_heading,"Code de déblocage du virement",placeholder,"Code de déblocage du virement"
ar,transfer_unlock_message_intro,"Votre code de déblocage pour le virement est indiqué ci-dessous :",placeholder,"Votre code de déblocage pour le virement est indiqué ci-dessous :"
ar,transfer_unlock_code_label,"Le code est :",placeholder,"Le code est :"
ar,your_unlock_code,"Votre Code de Déblocage",placeholder,"Votre Code de Déblocage"
ar,do_not_share_unlock_code,"Ne partagez pas votre code de déblocage !!",placeholder,"Ne partagez pas votre code de déblocage !!"
ar,unlock_code_personal_confidential,"Ce code est strictement personnel et confidentiel.",placeholder,"Ce code est strictement personnel et confidentiel."
ar,unlock_code_needed_finalize,"Ce code est nécessaire pour finaliser votre opération de transfert.",placeholder,"Ce code est nécessaire pour finaliser votre opération de transfert."
ar,contact_support_for_questions,"Pour toute question, contactez notre service client.",placeholder,"Pour toute question, contactez notre service client."
ar,welcome_title,"Bienvenue - TRANSFERFLUX",placeholder,"Bienvenue - TRANSFERFLUX"
ar,welcome_heading,"Bienvenue sur FLASH COMPTE",placeholder,"Bienvenue sur FLASH COMPTE"
ar,welcome_message,"Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir !",placeholder,"Merci d'avoir créé un compte. Nous sommes ravis de vous accueillir !"
ar,login_credentials_title,"📧 Vos identifiants de connexion :",placeholder,"📧 Vos identifiants de connexion :"
ar,access_member_area,"Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités.",placeholder,"Vous pouvez accéder à l'espace membre de votre compte pour visualiser nos services et profiter de toutes nos fonctionnalités."
ar,pleasure_to_assist,"Au plaisir de vous accompagner dans vos opérations financières !",placeholder,"Au plaisir de vous accompagner dans vos opérations financières !"
ar,balance_decreased_title,"Diminution de solde - TRANSFERFLUX",placeholder,"Diminution de solde - TRANSFERFLUX"
ar,balance_decreased_heading,"Diminution de Solde",placeholder,"Diminution de Solde"
ar,balance_decreased_message,"Nous souhaitons vous informer que votre solde a été diminué.",placeholder,"Nous souhaitons vous informer que votre solde a été diminué."
ar,operation_details,"Détails de l'opération",placeholder,"Détails de l'opération"
ar,label_amount_deducted,"Montant déduit",placeholder,"Montant déduit"
ar,label_new_balance,"Nouveau solde",placeholder,"Nouveau solde"
ar,contact_us_if_questions,"Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter.",placeholder,"Si vous avez des questions ou avez besoin d'assistance, n'hésitez pas à nous contacter."
ar,balance_increased_title,"Augmentation de solde - TRANSFERFLUX",placeholder,"Augmentation de solde - TRANSFERFLUX"
ar,balance_increased_heading,"Augmentation de Solde",placeholder,"Augmentation de Solde"
ar,balance_increased_message,"Nous souhaitons vous informer que votre solde a été augmenté avec succès.",placeholder,"Nous souhaitons vous informer que votre solde a été augmenté avec succès."
ar,label_amount_added,"Montant ajouté",placeholder,"Montant ajouté"
ar,thank_you_trust,"Merci de votre confiance !",placeholder,"Merci de votre confiance !"
ar,refund_title,"Remboursement - TRANSFERFLUX",placeholder,"Remboursement - TRANSFERFLUX"
ar,refund_heading,"Échec de Virement / Remboursement du Solde",placeholder,"Échec de Virement / Remboursement du Solde"
ar,refund_message,"Nous regrettons de vous informer que votre tentative de virement a échoué.",placeholder,"Nous regrettons de vous informer que votre tentative de virement a échoué."
ar,transfer_details,"Détails du virement",placeholder,"Détails du virement"
ar,label_transfer_date,"Date du Virement",placeholder,"Date du Virement"
